42,福临家园,110,2室2厅2卫,130.7,8416,南北,高层,豪华装修,经开
43,远洋戛纳小镇,107,2室2厅1卫,89.5,11955,南北,高层,精装修,净月
44,保利香槟,140,2室2厅1卫,90,15556,南北,低层,精装修,净月
45,中海国际社区,160,3室2厅2卫,136.1,11756,南北,中层,精装修,净月
46,中海国际社区别墅,680,4室3厅3卫,260,26154,东,低层,豪华装修,经开
47,亚泰樱花苑,41,2室1厅1卫,50.5,8119,南北,中层,精装修,二道
48,奥体玉园,126,3室2厅2卫,126,10000,南北,低层,精装修,高新
49,新嘉坡城,103,2室2厅1卫,108,9537,南北,中层,精装修,净月
50,东方万达城,100,2室2厅1卫,108,9259,南北,中层,精装修,经开
51,中海国际社区,107,2室2厅1卫,88.38,12107,南北,中层,精装修,净月
52,嘉惠红山郡,76,2室2厅1卫,76.28,9963,南北,低层,简装修,经开
53,枫林园,45,1室1厅1卫,41,10976,南北,高层,精装修,二道
54,万龙台北明珠,89,3室2厅1卫,106,8396,南北,高层,毛坯,宽城
55,怡众名城,65,1室1厅1卫,58.1,11188,南北,中层,精装修,高新
56,万龙台北明珠,36.4,1室1厅1卫,52,7000,南,中层,毛坯,宽城
57,桂林路清华苑,170,3室2厅2卫,220,7727,南北,高层,精装修,朝阳
58,领秀蓝珀湖,109,2室2厅1卫,83.8,13007,南北,高层,精装修,高新
59,香港城,61,1室1厅1卫,59,10339,南,低层,精装修,绿园
60,吴中印象二期,125,2室2厅1卫,103,12136,西北,高层,精装修,宽城
0,中顺福苑,67,2室1厅1卫,74.94,8940,南北,中层,精装修,二道
1,远创樾府,103,2室2厅1卫,84,12262,南北,中层,豪华装修,汽开
2,御景名都,72,2室2厅1卫,75.11,9586,南北,高层,精装修,二道
3,西安花园,48,2室1厅1卫,60,8000,南北,低层,精装修,绿园
4,益和国际城,75,3室2厅1卫,95.11,7886,南北,低层,精装修,宽城
5,转向机宿舍,56,2室2厅1卫,75,7467,南北,低层,精装修,二道
6,亚泰花园杏花苑,76.8,2室2厅1卫,87,8828,南北,中层,精装修,二道
7,华大城,63,2室2厅1卫,85,7412,东,中层,暂无,宽城
8,市政府宿舍,59.8,2室1厅1卫,65,9200,南,中层,精装修,南关
9,万科上东区,75,2室2厅1卫,105,7143,南北,中层,精装修,二道
10,天嘉水晶城,230,2室2厅1卫,188,12234,南北,低层,毛坯,绿园
11,亚泰花园桃花苑,130,3室2厅2卫,150,8667,南北,高层,精装修,二道
12,吉大菲尔瑞特,56,1室1厅1卫,56,10000,南,高层,精装修,高新
13,长电紫盈花城,29.5,1室1厅1卫,37.58,7850,西,中层,精装修,二道
14,万科蓝山,160,3室2厅2卫,120.99,13224,南北,中层,精装修,二道
15,中海水岸春城,82,2室2厅1卫,90,9111,南北,低层,精装修,净月
16,中天北湾新城,102,2室2厅1卫,94.6,10782,南北,低层,精装修,高新
17,绿园小区,39.8,2室1厅1卫,56.17,7086,南北,高层,精装修,绿园
18,万鑫花园,75,2室2厅1卫,86.81,8640,南北,中层,精装修,绿园
19,四分局吉大家属楼,105,2室1厅1卫,70,15000,南,中层,精装修,朝阳
20,东安加州枫景,149,3室2厅1卫,107,13925,南北,低层,精装修,净月
21,郡望安石,122,3室2厅1卫,106.56,11449,南北,低层,精装修,宽城
22,金色橄榄城,86,2室2厅1卫,84.9,10130,南北,低层,精装修,二道
23,郁金花园,104,2室2厅1卫,115,9043,南北,低层,中装修,二道
24,领秀朝阳,55,1室1厅1卫,52,10577,南,中层,精装修,朝阳
25,万龙城,65.8,3室2厅1卫,94,7000,南北,高层,毛坯,南关
26,乐东小区,47.8,2室1厅1卫,62,7710,南,高层,中装修,经开
27,新筑一品,80,2室2厅1卫,90,8889,暂无,中层,精装修,经开
28,筑业阳光经典,36,1室1厅1卫,43,8372,东,低层,精装修,高新
29,伟业星城,150,3室2厅2卫,130,11538,南北,低层,精装修,朝阳
30,东安开运福里,102,3室1厅1卫,96,10625,南,中层,简装修,朝阳
31,伟业星城,65,2室1厅1卫,64.77,10036,南北,高层,精装修,朝阳
32,松苑小区,78.8,2室2厅1卫,86,9163,南北,低层,豪华装修,二道
33,月伴林湾,30,1室1厅1卫,44,6818,暂无,中层,精装修,经开
34,中海蘭庭,245,3室2厅2卫,167.1,14662,南北,低层,豪华装修,高新
35,中海寰宇天下,71,2室1厅1卫,74.26,9561,南北,中层,精装修,经开
36,耶鲁印象,110,2室2厅1卫,97.66,11264,南北,低层,精装修,经开
37,中海凤凰熙岸,112,2室2厅1卫,89,12584,南北,低层,精装修,南关
38,新星宇左岸,80,2室2厅1卫,85.5,9357,东,中层,暂无,高新
39,中海寰宇天下,163,3室2厅2卫,139.9,11651,南北,中层,豪华装修,经开
40,太阳现代居,246,4室2厅2卫,224.24,10970,南北,高层,豪华装修,朝阳
41,嘉惠红山郡,95,2室2厅1卫,92.85,10232,南北,高层,精装修,经开
42,亚泰桂花苑,152,3室2厅2卫,140,10857,南北,低层,豪华装修,二道
43,万龙第8城,69.8,2室1厅1卫,72,9694,南北,高层,精装修,宽城
44,亚泰梧桐公馆,95,2室2厅2卫,120,7917,南,高层,精装修,二道
45,亚泰杏花苑,59.8,2室2厅1卫,80,7475,西南,高层,精装修,二道
46,南湖新村,174,2室1厅1卫,72,24167,南北,中层,简装修,朝阳
47,恒盛豪庭,81,2室2厅1卫,90.4,8960,南北,中层,毛坯,高新
48,怡众名城,155,3室2厅1卫,115.92,13371,南北,低层,精装修,高新
49,益田枫露,130,3室2厅2卫,112.09,11598,南北,高层,毛坯,高新
50,财苑家园,99,3室2厅1卫,114,8684,南北,高层,毛坯,净月
51,像素公园,96,2室2厅1卫,82.19,11680,南北,低层,精装修,经开
52,万龙原色生活,95,2室2厅1卫,105,9048,南北,低层,精装修,南关
53,万龙国际城,95,2室2厅2卫,60,15833,南北,高层,毛坯,宽城
54,远创樾府,108,2室1厅1卫,85.6,12617,南北,中层,精装修,汽开
55,金达莱家园,74,2室2厅1卫,100,7400,南北,高层,精装修,绿园
56,浦东明珠,79,2室1厅1卫,87.26,9053,南北,中层,精装修,经开
57,益田枫露,162,3室2厅2卫,126.9,12766,南北,中层,精装修,高新
58,咖啡小镇,116,3室2厅1卫,116.89,9924,南北,中层,精装修,朝阳
59,咖啡小镇,130,3室2厅2卫,100.1,12987,南北,低层,精装修,朝阳
0,中海国际社区,400,3室4厅3卫,141.17,28335,南北,高层,豪华装修,净月
1,国盛东润枫景,33,1室1厅1卫,43,7674,南北,中层,精装修,经开
2,万龙第十城,50,2室1厅1卫,80,6250,南北,高层,简装修,宽城
3,华宇花园,69.8,3室1厅1卫,90,7756,东西,低层,精装修,朝阳
4,恒大名都,110,2室1厅1卫,99,11111,南,中层,豪华装修,高新
5,威尼斯花园,105,2室1厅1卫,77,13636,南,高层,精装修,朝阳
6,上东街区美一方,60,2室1厅1卫,54.48,11013,南北,中层,简装修,二道
7,怡众名城,97.6,2室2厅1卫,80,12200,南北,中层,精装修,高新
8,国信美邑,225,4室2厅2卫,150,15000,南北,中层,精装修,净月
9,远洋戛纳小镇,108,3室2厅1卫,101.44,10647,南北,低层,毛坯,净月
10,万科蓝山,180,3室2厅2卫,153,11765,南北,中层,豪华装修,二道
11,尊誉东方,84,2室2厅1卫,93,9032,南北,中层,精装修,经开
12,新城吾悦广场,135,2室2厅1卫,84.9,15901,南北,高层,豪华装修,绿园
13,乐东新村,55,2室1厅1卫,73,7534,南北,高层,精装修,二道
14,壹克拉公馆,30,1室1厅1卫,41,7317,南北,中层,精装修,南关
15,大禹华邦,72,2室1厅1卫,88,8182,南北,中层,精装修,绿园
16,丰和西郡,135,2室2厅1卫,92.75,14555,南北,高层,精装修,绿园
17,转向机宿舍,49.8,2室2厅1卫,63,7905,南北,高层,精装修,二道
18,亚泰梧桐公馆,98,2室1厅1卫,103,9515,南北,中层,精装修,二道
19,中海水岸春城,115,3室2厅2卫,120,9583,南北,高层,精装修,净月
20,华源公园1号,70,2室2厅1卫,88,7955,南北,中层,毛坯,宽城
21,亚泰樱花苑,93,2室2厅1卫,95,9789,南北,中层,精装修,二道
22,亚泰梧桐公馆,135,2室2厅1卫,90.57,14906,南北,中层,精装修,二道
23,东方之珠龙腾苑,83,2室2厅1卫,91,9121,南北,中层,精装修,经开
24,吴中印象二期,130,3室3厅2卫,89.3,14558,东,高层,暂无,宽城
25,龙润福湾国际,33,2室2厅1卫,90,3667,南北,中层,精装修,宽城
26,虹馆,135,2室2厅1卫,96.67,13965,南北,低层,毛坯,南关
27,东电小区,110,3室2厅2卫,135,8148,南北,高层,中装修,南关
28,华侨小区,69,2室2厅1卫,82,8415,南北,中层,中装修,绿园
29,四五小区,53,2室1厅1卫,65,8154,南北,高层,精装修,南关
30,吉盛小区,52,2室1厅1卫,57,9123,西南,中层,精装修,二道
31,中海水岸春城,115,2室2厅1卫,83.5,13772,南北,低层,精装修,净月
32,保利百合香湾,165,3室2厅2卫,148,11149,南北,中层,简装修,二道
33,吉盛小区,44,2室1厅1卫,67,6567,南北,中层,豪华装修,二道
34,吉宇大厦,95,2室2厅1卫,121.38,7827,南,低层,精装修,南关
35,东安开运福里,102,3室1厅1卫,96,10625,南,中层,简装修,朝阳
36,嘉惠红山郡,127,2室2厅1卫,91.25,13918,南北,高层,精装修,经开
37,卓扬北湖湾,103,2室2厅1卫,91,11319,东,中层,暂无,高新
38,新星宇之悦,68,2室2厅1卫,70,9714,南北,高层,豪华装修,高新
39,丰和日丽,146,2室1厅1卫,106,13774,南北,高层,精装修,绿园
40,吉盛花园小区,38,1室1厅1卫,39.9,9524,南,低层,简装修,二道
41,远洋戛纳小镇,178,3室2厅2卫,138.29,12872,南北,高层,豪华装修,净月
42,中海国际社区,112,2室2厅1卫,88.62,12638,南,高层,精装修,净月
43,华润橡树湾,125,2室2厅1卫,89,14045,南北,低层,精装修,南关
44,长春银座,23,1室1厅1卫,41,5610,南,低层,中装修,宽城
45,御翠园别墅,320,4室3厅4卫,227,14097,南,低层,毛坯,净月
46,新星宇观塘,200,3室2厅2卫,161.85,12357,东,高层,暂无,南关
47,中海水岸春城,147,3室2厅1卫,124,11855,南北,中层,简装修,净月
48,新奥蓝城,200,3室2厅2卫,140,14286,东,高层,暂无,绿园
49,万科柏翠园,360,4室3厅3卫,211.06,17057,南北,低层,简装修,朝阳
50,绿地英湖印象,160,4室2厅2卫,108.9,14692,南北,高层,精装修,绿园
51,伟峰东樾别墅,1163,5室2厅5卫,470,24745,南,低层,豪华装修,净月
52,保利罗兰香谷,120,3室2厅1卫,95,12632,南北,高层,精装修,高新
53,亚泰花园桃花苑,55,2室1厅1卫,62,8871,南,高层,豪华装修,二道
54,怡众名城,120,2室2厅1卫,94.1,12752,南北,低层,毛坯,高新
55,新星宇和韵,76,2室2厅1卫,80.6,9429,南北,高层,精装修,高新
56,桂林小区,112,3室2厅1卫,121.37,9228,南北,中层,精装修,朝阳
57,郡望安石,70,2室2厅1卫,63.69,10991,南,高层,精装修,宽城
58,东安加州枫景,148,3室2厅1卫,107,13832,南北,中层,精装修,净月
59,亚泰杏花苑,72,2室1厅1卫,81,8889,西,低层,精装修,二道
0,文化局宿舍,39.5,2室1厅1卫,57.32,6891,南北,高层,精装修,绿园
1,净月环球贸易中心,140,3室2厅1卫,116.8,11986,南北,中层,豪华装修,净月
2,万通维多利亚湾,75.5,2室2厅1卫,87.7,8609,南北,中层,精装修,二道
3,解民小区,70,3室1厅1卫,90,7778,南北,中层,精装修,南关
4,中信城枫丹白露,167.9,3室2厅2卫,142,11824,东,低层,暂无,净月
5,中天北湾新城,84,2室2厅1卫,85,9882,南北,中层,毛坯,高新
6,安居北区,72,3室1厅1卫,89.58,8038,东西,低层,精装修,绿园
7,天茂湖,500,5室3厅3卫,224.79,22243,暂无,低层,毛坯,高新
8,亚泰梧桐公馆,112,2室2厅1卫,95.66,11708,南北,中层,精装修,二道
9,锦绣东方,80,2室2厅1卫,95,8421,南北,中层,精装修,经开
10,新星宇左岸,77,2室1厅1卫,72,10694,南北,中层,精装修,高新
11,保利罗兰香谷,150,3室2厅2卫,135,11111,南北,高层,精装修,高新
12,万龙北斗星城,68,2室1厅1卫,64,10625,南北,中层,简装修,宽城
13,尊誉东方,69.8,2室2厅1卫,78,8949,南北,中层,精装修,经开
14,富豪花园,50,2室2厅1卫,70,7143,南北,中层,精装修,朝阳
15,富奥花园C区,79,2室1厅1卫,98,8061,南北,低层,精装修,净月
16,春草科技新村,88,2室2厅1卫,98,8980,南北,中层,精装修,绿园
17,中国铁建西派府,143,3室2厅2卫,140,10214,南北,中层,豪华装修,经开
18,新竹花园,45,2室2厅1卫,81,5556,南北,高层,中装修,绿园
19,四季阳光,136,3室2厅1卫,165.92,8197,南北,低层,简装修,南关
20,天富御苑,37.4,2室2厅1卫,87.9,4255,南北,中层,毛坯,二道
21,新月山庄,99.5,3室2厅2卫,129,7713,南北,低层,精装修,宽城
22,绿地新里中央公馆,110,2室2厅1卫,89.38,12307,南北,高层,精装修,南关
23,中海莱茵东郡,285,4室2厅2卫,189,15079,南北,低层,精装修,净月
24,亚泰樱花苑,190,3室2厅2卫,160.18,11862,南北,高层,精装修,二道
25,万顺小区,25,2室1厅1卫,62,4032,南北,高层,精装修,高新
26,新星宇和邑,107,2室2厅1卫,88.03,12155,南北,低层,豪华装修,经开
27,中信城浅山,270,4室2厅2卫,171,15789,南北,低层,精装修,净月
28,全安小区,60,2室1厅1卫,73,8219,南北,中层,简装修,南关
29,维多利亚庄园,260,4室2厅2卫,215,12093,南北,高层,精装修,朝阳
30,中铁城,65,2室2厅1卫,82.5,7879,南北,中层,毛坯,汽开
31,春园旭日华庭,70,2室1厅1卫,65.76,10645,南北,高层,精装修,绿园
32,新星宇左岸,98,2室2厅1卫,91,10769,南北,中层,精装修,高新
33,亚泰樱花苑,111,2室2厅1卫,91,12198,南北,中层,精装修,二道
34,源山别院,320,4室4厅3卫,240,13333,南北,低层,毛坯,净月
35,万科城市之光,84,1室1厅1卫,65,12923,南,低层,中装修,绿园
36,华荣泰时代COSMO,158,3室2厅1卫,120.71,13089,南北,低层,精装修,净月
37,彩云间,43,2室1厅1卫,78,5513,南北,中层,精装修,绿园
38,吴中家天下,79,2室2厅1卫,65,12154,南北,高层,精装修,二道
39,澳海澜庭,95,2室2厅1卫,90,10556,南北,低层,精装修,高新
40,力旺康景,73,2室1厅1卫,73.49,9933,南北,低层,精装修,汽开
41,万豪城,115,3室2厅1卫,107.25,10723,南北,低层,毛坯,经开
42,中铁城,84,2室2厅1卫,90,9333,南北,中层,精装修,汽开
43,澳洲佳园,76,2室1厅1卫,85.42,8897,南北,中层,精装修,南关
44,国信美邑,126,2室2厅2卫,87,14483,南北,中层,简装修,净月
45,亚泰梧桐公馆,88,2室2厅1卫,80,11000,南北,低层,精装修,二道
46,首地首城,123,3室2厅2卫,138.42,8886,南北,中层,精装修,经开
47,中信城浅山,120,3室2厅2卫,120,10000,南北,高层,精装修,净月
48,万龙北斗星城,106.5,2室2厅1卫,89,11966,南北,中层,精装修,宽城
49,乐嘉茗园,46.8,2室1厅1卫,56.21,8326,南北,低层,简装修,宽城
50,安华美郡,38,1室1厅1卫,50.12,7582,南,高层,精装修,经开
51,锦绣东方,60.5,2室1厅1卫,77.01,7856,南北,高层,精装修,经开
52,奥体玉园,99,2室2厅1卫,90,11000,南北,中层,精装修,高新
53,万龙丽水湾,201,4室2厅1卫,182.56,11010,南,低层,毛坯,高新
54,咖啡小镇,120,3室2厅1卫,113,10619,南北,高层,简装修,朝阳
55,车城名仕花园,51,2室1厅1卫,55,9273,南北,中层,精装修,朝阳
56,万鑫花园,85,2室2厅1卫,95,8947,南北,低层,精装修,绿园
57,亚泰梧桐公馆,118,2室2厅1卫,135,8741,南北,高层,精装修,二道
58,钻石城,73.8,2室2厅1卫,87.8,8405,南北,中层,精装修,二道
59,万龙第五城,93.5,2室2厅1卫,89.64,10431,南北,中层,精装修,宽城
0,华泰世纪新城北区,72,2室2厅1卫,82,8780,南北,中层,简装修,宽城
1,万龙第十城,50,2室1厅1卫,80,6250,南北,高层,简装修,宽城
2,天富家园,160,3室2厅2卫,150,10667,南北,中层,精装修,二道
3,万龙世纪城,118,2室2厅1卫,105,11238,南北,高层,精装修,经开
4,钻石城,58,2室1厅1卫,85,6824,南北,中层,精装修,二道
5,诺睿德国际商务广场,89.8,2室1厅1卫,74.32,12083,南北,低层,精装修,净月
6,羊草沟小区,38,2室1厅1卫,55,6909,南北,高层,精装修,二道
7,怡众名城,120,3室2厅2卫,115,10435,南北,高层,中装修,高新
8,中海莱茵东郡,230,4室2厅2卫,198.93,11562,南北,高层,豪华装修,净月
9,亚泰樱花苑,109,2室2厅1卫,91,11978,南北,中层,精装修,二道
10,亚泰梧桐公馆,48,1室1厅1卫,48.22,9954,南,低层,精装修,二道
11,亚泰樱花苑,165,3室2厅2卫,144.14,11447,南北,高层,精装修,二道
12,怡众名城,96,2室2厅1卫,82,11707,南北,高层,精装修,高新
13,万龙第十城,53,2室2厅1卫,86,6163,南北,中层,精装修,宽城
14,市政府宿舍,46.8,2室1厅1卫,65,7200,南北,高层,简装修,南关
15,中信城浅山,120,3室2厅2卫,130,9231,南北,中层,豪华装修,净月
16,恒大名都,98,2室2厅1卫,101,9703,南北,高层,精装修,高新
17,保利香槟,215,3室2厅2卫,130,16538,南北,中层,豪华装修,净月
18,好景山庄,210,3室2厅2卫,153.84,13651,南北,高层,精装修,南关
19,经开五区,55,2室2厅1卫,89,6180,南北,高层,精装修,经开
20,车城名仕花园,52,2室1厅1卫,53,9811,南北,高层,精装修,朝阳
21,中海凤凰熙岸,115,2室2厅1卫,89.1,12907,南北,中层,精装修,南关
22,东方之珠龙兴苑,148,3室2厅1卫,145,10207,南北,高层,精装修,二道
23,万龙丽水湾,170,3室2厅2卫,140,12143,南,低层,精装修,高新
24,御景名家,105,2室2厅1卫,86.8,12097,南北,低层,精装修,绿园
25,天嘉水晶城,39.8,1室1厅1卫,49,8122,南,中层,简装修,绿园
26,蓝调倾城,80,2室1厅1卫,78,10256,南北,高层,精装修,绿园
27,太阳世家,169,3室2厅2卫,158.47,10664,东,低层,精装修,南关
28,远创樾府,45,1室1厅1卫,50,9000,南,中层,精装修,汽开
29,安华美域,69.8,2室2厅1卫,84.6,8251,南北,中层,精装修,经开
30,阳光水郡,102,2室2厅1卫,105,9714,南北,中层,毛坯,二道
31,钜城国际中心,140,3室2厅2卫,116.49,12018,南北,低层,毛坯,南关
32,首地首城,185,3室2厅2卫,143,12937,南北,高层,精装修,经开
33,电力小区,60,2室1厅1卫,72,8333,南北,中层,精装修,南关
34,轻铁湖西花园,45,2室1厅1卫,62,7258,南北,低层,精装修,绿园
35,银湖柳苑,66,2室1厅1卫,72.71,9077,南,高层,精装修,净月
36,天旺名都,110,3室2厅1卫,97.8,11247,南北,高层,精装修,高新
37,热电二区,100,2室2厅1卫,100,10000,南北,高层,豪华装修,二道
38,保利香槟,175,3室2厅2卫,130.72,13387,南北,低层,豪华装修,净月
39,中海净月华庭,110,2室2厅1卫,86,12791,南北,中层,豪华装修,净月
40,新星宇和邑,115,2室2厅1卫,101,11386,南北,低层,精装修,经开
41,至善小区,39,2室1厅1卫,58,6724,东西,中层,精装修,南关
42,万龙国际城,74,2室2厅1卫,88,8409,南北,高层,毛坯,宽城
43,中海净月华庭,120,3室2厅1卫,107.6,11152,南北,中层,豪华装修,净月
44,东城左岸,71,2室1厅1卫,89,7978,西北,低层,精装修,二道
45,翡翠花溪,130,2室2厅1卫,97.59,13321,南北,中层,精装修,高新
46,民丰小区,43.2,2室1厅1卫,55,7855,南北,低层,豪华装修,二道
47,中环十区,40.8,1室1厅1卫,55,7418,西,低层,精装修,宽城
48,东田青年城,75.1,2室2厅1卫,77,9753,南,中层,精装修,宽城
49,中海国际社区,105,2室2厅1卫,88,11932,南北,低层,精装修,净月
50,恒盛豪庭,120,3室2厅2卫,162,7407,南北,高层,毛坯,高新
51,月伴林湾,47,1室1厅1卫,53,8868,南北,高层,精装修,经开
52,金穗花园,196,7室3厅4卫,287.37,6820,南北,高层,精装修,净月
53,中信城中央公园,158,3室2厅2卫,140,11286,南北,高层,豪华装修,净月
54,卫星花园,66.5,2室2厅1卫,84.2,7898,南北,高层,精装修,南关
55,亚泰樱花苑,115.5,2室2厅1卫,90,12833,南北,中层,精装修,二道
56,万科蓝山,115,2室1厅1卫,88,13068,南北,中层,精装修,二道
57,中信城中央公园别墅,480,4室3厅5卫,208,23077,南,低层,豪华装修,净月
58,保利春天里,125,2室2厅1卫,91,13736,南北,高层,精装修,高新
59,新兴红旗嘉园,138,3室2厅1卫,143,9650,南北,中层,精装修,高新
0,保利罗兰香谷,160,3室2厅2卫,137,11679,南北,高层,精装修,高新
1,钜城国际中心,125,3室2厅1卫,107,11682,南北,低层,毛坯,南关
2,长春国际商务中心,53.8,2室1厅1卫,62.36,8627,南北,中层,简装修,南关
3,首地首城,80,2室2厅1卫,89.4,8949,南北,中层,精装修,经开
4,天旺名都,103,2室2厅1卫,96,10729,南北,中层,简装修,高新
5,锦江花园二区,75.8,2室2厅1卫,82,9244,南北,中层,豪华装修,绿园
6,荣盛花园,95,2室2厅1卫,100,9500,南北,高层,精装修,二道
7,远洋戛纳小镇,245,3室2厅2卫,137,17883,南北,高层,豪华装修,净月
8,保利春天里,150,3室2厅2卫,121.72,12323,东,中层,暂无,高新
9,东岭南街警官公寓,66,2室1厅1卫,80,8250,南北,高层,精装修,南关
10,中天北湾新城,116,2室2厅1卫,91,12747,南北,低层,简装修,高新
11,亚泰梧桐公馆,90,1室1厅1卫,85,10588,南,低层,精装修,二道
12,金达莱家园,79,3室2厅1卫,98,8061,南北,高层,精装修,绿园
13,长铁柳影路花园小区,39.9,2室1厅1卫,64.8,6157,南北,高层,简装修,宽城
14,中铁国际花园,112,3室2厅2卫,118,9492,南北,低层,精装修,汽开
15,亚泰花园杏花苑,76.8,2室2厅1卫,80,9600,南北,低层,精装修,二道
16,中海蘭庭,99,2室2厅1卫,86.2,11485,南北,高层,精装修,高新
17,卓扬北湖湾,70,2室2厅1卫,90,7778,南北,中层,毛坯,高新
18,金色8里城,63.5,2室2厅1卫,68.65,9250,南北,中层,精装修,二道
19,领秀朝阳,45,1室1厅1卫,50,9000,南,高层,简装修,朝阳
20,东安加州枫景,177,3室2厅2卫,162,10926,东,高层,暂无,净月
21,中海寰宇天下,74,2室2厅1卫,87.83,8425,南北,高层,毛坯,经开
22,新星宇和润,168,3室2厅2卫,118.12,14223,南北,中层,精装修,南关
23,恒盛豪庭,150,3室2厅1卫,128.8,11646,南北,高层,精装修,高新
24,省委党校宿舍,46.5,1室1厅1卫,47,9894,东,高层,暂无,朝阳
25,亚泰杏花苑,99,2室2厅1卫,96,10312,南北,低层,精装修,二道
26,至善小区,38,1室1厅1卫,49.22,7720,南,中层,精装修,南关
27,国信南湖公馆,72.5,1室1厅1卫,56,12946,南北,低层,中装修,朝阳
28,长春明珠,130,3室2厅2卫,135,9630,南北,中层,精装修,南关
29,新星宇和源左岸二期,58,2室1厅1卫,63.4,9148,南北,中层,精装修,高新
30,电力小区,49.5,2室1厅1卫,56.32,8789,南北,中层,简装修,南关
31,融创上城,195,3室2厅2卫,176.88,11024,南北,中层,精装修,高新
32,华宇花园,47,2室1厅1卫,62,7581,南北,高层,中装修,朝阳
33,耶鲁印象,106.8,2室1厅1卫,100.27,10651,南北,中层,精装修,经开
34,医大宿舍,86,2室1厅1卫,59.7,14405,南北,高层,简装修,朝阳
35,亚泰华府,188,3室2厅2卫,107.17,17542,南北,高层,毛坯,净月
36,航空家园,115,3室2厅2卫,155,7419,南北,高层,精装修,南关
37,保利百合香湾,113,2室2厅1卫,98,11531,南北,中层,精装修,二道
38,紫衫家园,119.9,3室2厅2卫,180.53,6642,南北,中层,精装修,净月
39,力旺塞歌维亚,315,3室3厅2卫,150,21000,东,低层,暂无,净月
40,松苑小区,98.5,2室2厅1卫,103,9563,南北,中层,精装修,二道
41,御翠园别墅,320,5室3厅5卫,227,14097,南,低层,毛坯,净月
42,天茂湖三期温莎园,315,4室2厅2卫,185,17027,南北,中层,豪华装修,高新
43,通安小区,66,2室2厅1卫,85,7765,南北,高层,精装修,二道
44,高新和園,220,3室2厅2卫,146,15068,南北,低层,毛坯,高新
45,金祥奥邻郡,60,2室2厅1卫,78.62,7632,南北,低层,精装修,汽开
