id,user_id,username,method_name,url,http_method,access_time,last_login_time,account_creation_time,request_params,business_module_name,client_ip,province,city,point_x,point_y
1420,170,熊小饭,修改当前项目生活热水能耗量,http://127.0.0.1:9009/api/v1/hot-water-estimate/add/112,POST,2022-05-31 22:09:31,,,"[{""estimateValue"":567262.6026,""isEstimate"":1},112]",碳计算工具模块,183.194.160.239,上海市,上海市,121,31
1421,170,熊小饭,修改当前项目的日常照明系统用户填写数据,http://127.0.0.1:9009/api/v1/daily-light-system-info/add/112,POST,2022-05-31 22:09:31,,,"[112,[]]",碳计算工具模块,183.194.160.239,上海市,上海市,121,31
1422,170,熊小饭,新增日常照明年总能耗值或者估算值,http://127.0.0.1:9009/api/v1/total-daily-light-consume-estimate/add/112,POST,2022-05-31 22:09:31,,,"[{""estimateValue"":95133.38,""isEstimate"":1},112]",碳计算工具模块,183.194.160.239,上海市,上海市,121,31
1423,170,熊小饭,新增应急灯照明系统年能耗精算总值或者估算总值,http://127.0.0.1:9009/api/v1/emergency-lighting-estimate/add/112,POST,2022-05-31 22:09:31,,,"[{""estimateValue"":0.0,""isEstimate"":0},112]",碳计算工具模块,183.194.160.239,上海市,上海市,121,31
1424,170,熊小饭,修改应急灯系统用户填写的数据,http://127.0.0.1:9009/api/v1/emergency-lighting/add/112,POST,2022-05-31 22:09:32,,,"[{""lightEmergDensity"":0.0},112]",碳计算工具模块,183.194.160.239,上海市,上海市,121,31
1425,170,熊小饭,修改电梯系统年能耗总值,http://127.0.0.1:9009/api/v1/elevator-consume-estimate/add/112,POST,2022-05-31 22:09:32,,,"[112,{""estimateValue"":0.0,""isEstimate"":0}]",碳计算工具模块,183.194.160.239,上海市,上海市,121,31
1426,170,熊小饭,保存电梯系统信息数据,http://127.0.0.1:9009/api/v1/elevator-system-info/add/112,POST,2022-05-31 22:09:32,,,"[[],112]",碳计算工具模块,183.194.160.239,上海市,上海市,121,31
1427,170,熊小饭,新增光伏系统用户填写的数据,http://127.0.0.1:9009/api/v1/pv-system-info/add/112,POST,2022-05-31 22:09:32,,,"[{},112]",碳计算工具模块,183.194.160.239,上海市,上海市,121,31
1428,170,熊小饭,修改光伏系统能耗总值,http://127.0.0.1:9009/api/v1/pv-system-estimate/add/112,POST,2022-05-31 22:09:32,,,"[{""estimateValue"":341027.2,""isEstimate"":1},112]",碳计算工具模块,183.194.160.239,上海市,上海市,121,31
1429,170,熊小饭,保存/删除太阳能热水系统数据,http://127.0.0.1:9009/api/v1/solar-system-info/add/112,POST,2022-05-31 22:09:32,,,"[{},112]",碳计算工具模块,183.194.160.239,上海市,上海市,121,31
1430,170,熊小饭,保存/删除用户当前太阳能热水系统年功能总量值,http://127.0.0.1:9009/api/v1/solar-output-estimate/add/112,POST,2022-05-31 22:09:32,,,"[{""estimateValue"":0.0,""isEstimate"":0},112]",碳计算工具模块,183.194.160.239,上海市,上海市,121,31
1431,170,熊小饭,保存风力发电机组年发电量总值或者估算总值,http://127.0.0.1:9009/api/v1/wind-output-per-year-estimate/add/112,POST,2022-05-31 22:09:32,,,"[{""estimateValue"":0.0,""isEstimate"":0},112]",碳计算工具模块,183.194.160.239,上海市,上海市,121,31
1432,170,熊小饭,保存风力发电系统用户填写的信息数据,http://127.0.0.1:9009/api/v1/wind-system-info/add/112,POST,2022-05-31 22:09:33,,,"[{},112]",碳计算工具模块,183.194.160.239,上海市,上海市,121,31
1433,170,熊小饭,修改建筑绿地碳汇系统年减碳量,http://127.0.0.1:9009/api/v1/carbon-reduce-system-info/add/112,POST,2022-05-31 22:09:33,,,"[{""isChecked"":0},112]",碳计算工具模块,183.194.160.239,上海市,上海市,121,31
1434,298,倒影年华2009,从案例创建主项目,http://127.0.0.1:9009/api/v1/green-project/add-from-case,POST,2022-05-31 22:37:32,,2022-05-31 22:36:01,"[{""caseProjectId"":1,""projectName"":""00000""}]",主项目模块,120.41.244.46,福建省,厦门市,118,24
1435,298,倒影年华2009,修改主项目数据,http://127.0.0.1:9009/api/v1/green-project/edit,POST,2022-05-31 22:37:40,,2022-05-31 22:36:01,"[{""baseBoundaries"":""暂无"",""basementFloorArea"":1755.18,""buildAreaId"":310105,""buildJudgementStar"":""THREE_STAR"",""buildType"":""PUBLIC"",""buildingFootPrint"":0.0,""buildingHeight"":0.0,""floorAreaRatio"":1.17,""greenRatePlanningTargets"":0,""greenRatio"":31.83,""grossFloorArea"":5724.36,""groundArea"":0.0,""groundCapacityBuildingArea"":0.0,""groundParkingArea"":0.0,""id"":382,""inheritionalAreaIds"":""0,310000,310105"",""meteorologicDataAreaId"":247,""numberOfFloorsAboveGround"":0,""numberOfFloorsUnderGround"":0,""projectName"":""00000"",""projectStage"":""PROJECT_RUN"",""siteArea"":3391.0,""totalParkingUnits"":18,""undergroundArea"":1755.18}]",主项目模块,120.41.244.46,福建省,厦门市,118,24
1436,298,倒影年华2009,保存星级达标页面条目选项,http://127.0.0.1:9009/api/v1/buildJudgementProjectChoiceStar/edit,POST,2022-05-31 22:37:47,,2022-05-31 22:36:01,"[{""pageElementStarIds"":[8,19,28,2,29],""projectId"":382}]",绿色建筑模块,120.41.244.46,福建省,厦门市,118,24
1437,298,倒影年华2009,保存非星级达标页面的条目选项,http://127.0.0.1:9009/api/v1/buildJudgementProjectChoice/save/382/1,POST,2022-05-31 22:38:02,,2022-05-31 22:36:01,"[382,1,{""pageElementIds"":[3,4,5,6,7,8,9,16,17,18,19,20,21,22,23,29,30,31,32,33,38,39,2]}]",绿色建筑模块,120.41.244.46,福建省,厦门市,118,24
1438,298,倒影年华2009,保存非星级达标页面的条目选项,http://127.0.0.1:9009/api/v1/buildJudgementProjectChoice/save/382/2,POST,2022-05-31 22:38:05,,2022-05-31 22:36:01,"[382,2,{""pageElementIds"":[42,43,45,46,47,48,50,51,53,54,55,56,58,59,60,61,62,67,68,71,73,75,76,77,80,86,88,96,97,98,113,157,159]}]",绿色建筑模块,120.41.244.46,福建省,厦门市,118,24
1439,298,倒影年华2009,保存非星级达标页面的条目选项,http://127.0.0.1:9009/api/v1/buildJudgementProjectChoice/save/382/3,POST,2022-05-31 22:38:07,,2022-05-31 22:36:01,"[382,3,{""pageElementIds"":[164,165,166,167,168,169,539,174,175,177,194,198,202,203,205,206,212,213,217,218,222,224,225,226,227,229,230,231]}]",绿色建筑模块,120.41.244.46,福建省,厦门市,118,24
1440,298,倒影年华2009,保存非星级达标页面的条目选项,http://127.0.0.1:9009/api/v1/buildJudgementProjectChoice/save/382/4,POST,2022-05-31 22:38:09,,2022-05-31 22:36:01,"[382,4,{""pageElementIds"":[233,235,236,237,238,239,240,242,243,244,245,250,252,253,279,297,303,309,346,347,348,351,368,375,382,385,386,390,393,398,401,417,425,316,326]}]",绿色建筑模块,120.41.244.46,福建省,厦门市,118,24
1441,298,倒影年华2009,保存非星级达标页面的条目选项,http://127.0.0.1:9009/api/v1/buildJudgementProjectChoice/save/382/1,POST,2022-05-31 22:38:57,,2022-05-31 22:36:01,"[382,1,{""pageElementIds"":[3,4,5,6,7,8,9,16,17,18,19,20,21,22,23,29,30,31,32,33,38,39,2]}]",绿色建筑模块,120.41.244.46,福建省,厦门市,118,24
1442,298,倒影年华2009,保存非星级达标页面的条目选项,http://127.0.0.1:9009/api/v1/buildJudgementProjectChoice/save/382/2,POST,2022-05-31 22:38:58,,2022-05-31 22:36:01,"[382,2,{""pageElementIds"":[42,43,45,46,47,48,50,51,53,54,55,56,58,59,60,61,62,67,68,71,73,75,76,77,80,86,88,96,97,98,113,157,159]}]",绿色建筑模块,120.41.244.46,福建省,厦门市,118,24
1443,298,倒影年华2009,保存非星级达标页面的条目选项,http://127.0.0.1:9009/api/v1/buildJudgementProjectChoice/save/382/3,POST,2022-05-31 22:39:00,,2022-05-31 22:36:01,"[382,3,{""pageElementIds"":[164,165,166,167,168,169,539,174,175,177,194,198,202,203,205,206,212,213,217,218,222,224,225,226,227,229,230,231]}]",绿色建筑模块,120.41.244.46,福建省,厦门市,118,24
1444,298,倒影年华2009,保存非星级达标页面的条目选项,http://127.0.0.1:9009/api/v1/buildJudgementProjectChoice/save/382/4,POST,2022-05-31 22:39:03,,2022-05-31 22:36:01,"[382,4,{""pageElementIds"":[233,235,236,237,238,239,240,242,243,244,245,250,252,253,279,297,303,309,346,347,348,351,368,375,382,385,386,390,393,398,401,417,425,316,326]}]",绿色建筑模块,120.41.244.46,福建省,厦门市,118,24
1445,298,倒影年华2009,保存非星级达标页面的条目选项,http://127.0.0.1:9009/api/v1/buildJudgementProjectChoice/save/382/5,POST,2022-05-31 22:39:05,,2022-05-31 22:36:01,"[382,5,{""pageElementIds"":[428,429,430,431,432,433,434,437,441,466,467,470,471,481,484,485,488,489,491,492,496,497,498]}]",绿色建筑模块,120.41.244.46,福建省,厦门市,118,24
1446,298,倒影年华2009,保存非星级达标页面的条目选项,http://127.0.0.1:9009/api/v1/buildJudgementProjectChoice/save/382/6,POST,2022-05-31 22:39:07,,2022-05-31 22:36:01,"[382,6,{""pageElementIds"":[501,507,509,516,519]}]",绿色建筑模块,120.41.244.46,福建省,厦门市,118,24
1447,105,shero,新增主项目,http://127.0.0.1:9009/api/v1/green-project/add,POST,2022-06-02 01:10:44,,,"[{""baseBoundaries"":"""",""buildAreaId"":110106,""buildType"":""PUBLIC"",""buildingFootPrint"":2000.0,""constructionCorporation"":"""",""grossFloorArea"":30000.0,""groundArea"":30000.0,""groundCapacityBuildingArea"":30000.0,""inheritionalAreaIds"":""0,110000,110106"",""meteorologicDataAreaId"":450,""numberOfFloorsAboveGround"":20,""numberOfFloorsUnderGround"":0,""projectName"":""办公楼"",""projectStage"":""PROJECT_RUN"",""undergroundArea"":0.0}]",主项目模块,111.203.35.210,北京市,北京市,116,40
1448,105,shero,修改碳排放建筑概况,http://127.0.0.1:9009/api/v1/build-co2-tool/edit,POST,2022-06-02 01:10:57,,,"[{""id"":379,""life"":50,""powerAreaId"":2,""projectId"":383,""tenementTypeId"":14}]",碳计算工具模块,111.203.35.210,北京市,北京市,116,40
1449,2,shcdl,从案例创建主项目,http://127.0.0.1:9009/api/v1/green-project/add-from-case,POST,2022-06-02 02:10:19,2022-05-17 07:34:26,,"[{""caseProjectId"":1,""projectName"":""1212""}]",主项目模块,101.93.85.191,上海市,上海市,121,31
1450,2,shcdl,修改主项目数据,http://127.0.0.1:9009/api/v1/green-project/edit,POST,2022-06-02 02:10:22,2022-05-17 07:34:26,,"[{""baseBoundaries"":""暂无"",""basementFloorArea"":1755.18,""buildAreaId"":310105,""buildJudgementStar"":""THREE_STAR"",""buildType"":""PUBLIC"",""buildingFootPrint"":0.0,""buildingHeight"":0.0,""floorAreaRatio"":1.17,""greenRatePlanningTargets"":0,""greenRatio"":31.83,""grossFloorArea"":5724.36,""groundArea"":0.0,""groundCapacityBuildingArea"":0.0,""groundParkingArea"":0.0,""id"":384,""inheritionalAreaIds"":""0,310000,310105"",""meteorologicDataAreaId"":247,""numberOfFloorsAboveGround"":0,""numberOfFloorsUnderGround"":0,""projectName"":""1212"",""projectStage"":""PROJECT_RUN"",""siteArea"":3391.0,""totalParkingUnits"":18,""undergroundArea"":1755.18}]",主项目模块,101.93.85.191,上海市,上海市,121,31
1451,2,shcdl,修改主项目数据,http://127.0.0.1:9009/api/v1/green-project/edit,POST,2022-06-04 06:33:01,2022-05-17 07:34:26,,"[{""baseBoundaries"":""暂无"",""basementFloorArea"":0.0,""buildAreaId"":370112,""buildJudgementStar"":""TWO_STAR"",""buildType"":""PUBLIC"",""buildingFootPrint"":0.0,""buildingHeight"":0.0,""floorAreaRatio"":4.1,""greenRatePlanningTargets"":0,""greenRatio"":0.0,""grossFloorArea"":40175.6,""groundArea"":25608.6,""groundCapacityBuildingArea"":0.0,""groundParkingArea"":0.0,""id"":370,""inheritionalAreaIds"":""0,370000,370100,370112"",""meteorologicDataAreaId"":15,""numberOfFloorsAboveGround"":0,""numberOfFloorsUnderGround"":0,""projectName"":""121"",""projectStage"":""CONSTRUCTION_DESIGN"",""siteArea"":6246.0,""totalParkingUnits"":0,""undergroundArea"":0.0}]",主项目模块,101.93.85.191,上海市,上海市,121,31
1452,300,梦怀远,新增主项目,http://127.0.0.1:9009/api/v1/green-project/add,POST,2022-06-05 19:59:05,2022-06-05 19:56:34,2022-06-05 19:56:24,"[{""baseBoundaries"":"""",""buildAreaId"":530102,""buildJudgementStar"":""TWO_STAR"",""buildType"":""PUBLIC"",""buildingFootPrint"":3500.0,""constructionCorporation"":"""",""grossFloorArea"":7500.0,""groundArea"":7500.0,""groundCapacityBuildingArea"":7500.0,""inheritionalAreaIds"":""0,530000,530100,530102"",""meteorologicDataAreaId"":350,""nearlyZeroTargetId"":1,""numberOfFloorsAboveGround"":2,""numberOfFloorsUnderGround"":0,""projectName"":""昆明零碳会所"",""projectStage"":""SCHEME_AND_EXPANSION_DESIGN"",""siteArea"":3500.0,""undergroundArea"":0.0}]",主项目模块,114.64.234.134,北京市,北京市,116,40
1453,300,梦怀远,修改碳排放建筑概况,http://127.0.0.1:9009/api/v1/build-co2-tool/edit,POST,2022-06-05 20:27:20,2022-06-05 19:56:34,2022-06-05 19:56:24,"[{""id"":381,""life"":50,""powerAreaId"":6,""projectId"":385,""tenementTypeId"":13}]",碳计算工具模块,114.64.234.134,北京市,北京市,116,40
1454,300,梦怀远,修改主项目数据,http://127.0.0.1:9009/api/v1/green-project/edit,POST,2022-06-05 20:37:43,2022-06-05 19:56:34,2022-06-05 19:56:24,"[{""baseBoundaries"":"""",""buildAreaId"":150102,""buildJudgementStar"":""TWO_STAR"",""buildType"":""PUBLIC"",""buildingFootPrint"":3500.0,""constructionCorporation"":"""",""grossFloorArea"":7500.0,""groundArea"":7500.0,""groundCapacityBuildingArea"":7500.0,""id"":385,""inheritionalAreaIds"":""0,150000,150100,150102"",""meteorologicDataAreaId"":385,""nearlyZeroTargetId"":1,""numberOfFloorsAboveGround"":2,""numberOfFloorsUnderGround"":0,""projectName"":""昆明零碳会所"",""projectStage"":""SCHEME_AND_EXPANSION_DESIGN"",""siteArea"":3500.0,""undergroundArea"":0.0}]",主项目模块,114.64.234.134,北京市,北京市,116,40
1455,300,梦怀远,修改主项目数据,http://127.0.0.1:9009/api/v1/green-project/edit,POST,2022-06-05 20:39:52,2022-06-05 19:56:34,2022-06-05 19:56:24,"[{""baseBoundaries"":"""",""buildAreaId"":110114,""buildJudgementStar"":""TWO_STAR"",""buildType"":""PUBLIC"",""buildingFootPrint"":3500.0,""constructionCorporation"":"""",""grossFloorArea"":7500.0,""groundArea"":7500.0,""groundCapacityBuildingArea"":7500.0,""id"":385,""inheritionalAreaIds"":""0,110000,110114"",""meteorologicDataAreaId"":450,""nearlyZeroTargetId"":1,""numberOfFloorsAboveGround"":2,""numberOfFloorsUnderGround"":0,""projectName"":""昆明零碳会所"",""projectStage"":""SCHEME_AND_EXPANSION_DESIGN"",""siteArea"":3500.0,""undergroundArea"":0.0}]",主项目模块,114.64.234.134,北京市,北京市,116,40
1456,300,梦怀远,修改主项目数据,http://127.0.0.1:9009/api/v1/green-project/edit,POST,2022-06-05 20:44:47,2022-06-05 19:56:34,2022-06-05 19:56:24,"[{""baseBoundaries"":"""",""buildAreaId"":530114,""buildJudgementStar"":""TWO_STAR"",""buildType"":""PUBLIC"",""buildingFootPrint"":3500.0,""constructionCorporation"":"""",""grossFloorArea"":7500.0,""groundArea"":7500.0,""groundCapacityBuildingArea"":7500.0,""id"":385,""inheritionalAreaIds"":""0,530000,530100,530114"",""meteorologicDataAreaId"":350,""nearlyZeroTargetId"":1,""numberOfFloorsAboveGround"":2,""numberOfFloorsUnderGround"":0,""projectName"":""昆明零碳会所"",""projectStage"":""SCHEME_AND_EXPANSION_DESIGN"",""siteArea"":3500.0,""undergroundArea"":0.0}]",主项目模块,114.64.234.134,北京市,北京市,116,40
1457,300,梦怀远,修改主项目数据,http://127.0.0.1:9009/api/v1/green-project/edit,POST,2022-06-05 20:55:55,2022-06-05 19:56:34,2022-06-05 19:56:24,"[{""baseBoundaries"":"""",""buildAreaId"":150102,""buildJudgementStar"":""TWO_STAR"",""buildType"":""PUBLIC"",""buildingFootPrint"":3500.0,""constructionCorporation"":"""",""grossFloorArea"":7500.0,""groundArea"":7500.0,""groundCapacityBuildingArea"":7500.0,""id"":385,""inheritionalAreaIds"":""0,150000,150100,150102"",""meteorologicDataAreaId"":385,""nearlyZeroTargetId"":1,""numberOfFloorsAboveGround"":2,""numberOfFloorsUnderGround"":0,""projectName"":""昆明零碳会所"",""projectStage"":""SCHEME_AND_EXPANSION_DESIGN"",""siteArea"":3500.0,""undergroundArea"":0.0}]",主项目模块,114.64.234.134,北京市,北京市,116,40
1458,300,梦怀远,修改主项目数据,http://127.0.0.1:9009/api/v1/green-project/edit,POST,2022-06-05 21:03:20,2022-06-05 19:56:34,2022-06-05 19:56:24,"[{""baseBoundaries"":"""",""buildAreaId"":530114,""buildJudgementStar"":""TWO_STAR"",""buildType"":""PUBLIC"",""buildingFootPrint"":3500.0,""constructionCorporation"":"""",""grossFloorArea"":7500.0,""groundArea"":7500.0,""groundCapacityBuildingArea"":7500.0,""id"":385,""inheritionalAreaIds"":""0,530000,530100,530114"",""meteorologicDataAreaId"":350,""nearlyZeroTargetId"":1,""numberOfFloorsAboveGround"":2,""numberOfFloorsUnderGround"":0,""projectName"":""昆明零碳会所"",""projectStage"":""SCHEME_AND_EXPANSION_DESIGN"",""siteArea"":3500.0,""undergroundArea"":0.0}]",主项目模块,114.64.234.134,北京市,北京市,116,40
1459,301,胖子不胖,从案例创建主项目,http://127.0.0.1:9009/api/v1/green-project/add-from-case,POST,2022-06-05 23:49:31,2022-06-05 23:47:44,2022-06-05 23:47:24,"[{""caseProjectId"":1,""projectName"":""模拟""}]",主项目模块,49.76.216.103,江苏省,无锡市,120,31
1460,301,胖子不胖,修改碳排放建筑概况,http://127.0.0.1:9009/api/v1/build-co2-tool/edit,POST,2022-06-05 23:49:41,2022-06-05 23:47:44,2022-06-05 23:47:24,"[{""id"":382,""life"":50,""powerAreaId"":1,""projectId"":386,""tenementTypeId"":1}]",碳计算工具模块,49.76.216.103,江苏省,无锡市,120,31
1461,301,胖子不胖,新增运输数据和生产数据,http://127.0.0.1:9009/api/v1/transport/ptVoIns,POST,2022-06-05 23:52:01,2022-06-05 23:47:44,2022-06-05 23:47:24,"[{""productions"":[{""carbonWastage"":1314000.0,""materialWastage"":600.0,""tmfId"":""71""}],""projectId"":386,""transports"":[]}]",碳计算工具模块,49.76.216.103,江苏省,无锡市,120,31
1462,301,胖子不胖,修改保存生产运输阶段估算或者精算总值,http://127.0.0.1:9009/api/v1/production-and-transportation/estimate/edit/386,POST,2022-06-05 23:52:02,2022-06-05 23:47:44,2022-06-05 23:47:24,"[[{""carbonEstimateValue"":1314000.0,""isEstimated"":0,""stageValue"":2},{""carbonEstimateValue"":0.0,""isEstimated"":0,""stageValue"":3}],386]",碳计算工具模块,49.76.216.103,江苏省,无锡市,120,31
1463,301,胖子不胖,保存分部分项工程用户选中和填写的数据,http://127.0.0.1:9009/api/v1/sub-item-energy/add/386,POST,2022-06-05 23:52:09,2022-06-05 23:47:44,2022-06-05 23:47:24,"[[],386]",碳计算工具模块,49.76.216.103,江苏省,无锡市,120,31
1464,301,胖子不胖,保存措施项目能耗列表用户选中和填写的数据,http://127.0.0.1:9009/api/v1/measure-energy/add/386,POST,2022-06-05 23:52:09,2022-06-05 23:47:44,2022-06-05 23:47:24,"[[],386]",碳计算工具模块,49.76.216.103,江苏省,无锡市,120,31
1465,301,胖子不胖,保存拆除阶段能耗列表用户选中和填写的数据,http://127.0.0.1:9009/api/v1/demolish-energy/add/386,POST,2022-06-05 23:52:10,2022-06-05 23:47:44,2022-06-05 23:47:24,"[[],386]",碳计算工具模块,49.76.216.103,江苏省,无锡市,120,31
1466,301,胖子不胖,新增保存临时设施能源消耗,http://127.0.0.1:9009/api/v1/temporary/add/386,POST,2022-06-05 23:52:10,2022-06-05 23:47:44,2022-06-05 23:47:24,"[[{""dieselOilWastage"":0.0,""electricWastage"":0.0,""gasolineWastage"":0.0,""isChoosen"":0,""stageId"":1},{""dieselOilWastage"":0.0,""electricWastage"":0.0,""gasolineWastage"":0.0,""isChoosen"":0,""stageId"":2},{""dieselOilWastage"":0.0,""electricWastage"":0.0,""gasolineWastage"":0.0,""isChoosen"":0,""stageId"":3}],386]",碳计算工具模块,49.76.216.103,江苏省,无锡市,120,31
1467,301,胖子不胖,保存汽油用电量和柴油用电量数值,http://127.0.0.1:9009/api/v1/estimate-bd/add/386,POST,2022-06-05 23:52:10,2022-06-05 23:47:44,2022-06-05 23:47:24,"[[{""isEstimate"":0,""stageId"":1,""totalDieselOilWastage"":0.0,""totalElectricWastage"":0.0,""totalGasolineWastage"":0.0},{""isEstimate"":0,""stageId"":2,""totalDieselOilWastage"":0.0,""totalElectricWastage"":0.0,""totalGasolineWastage"":0.0},{""isEstimate"":0,""stageId"":3,""totalDieselOilWastage"":0.0,""totalElectricWastage"":0.0,""totalGasolineWastage"":0.0}],386]",碳计算工具模块,49.76.216.103,江苏省,无锡市,120,31
1468,301,胖子不胖,批量新增/删除当前项目制冷系统用户填写的数据,http://127.0.0.1:9009/api/v1/refrigerant-system-info/add/386,POST,2022-06-05 23:52:29,2022-06-05 23:47:44,2022-06-05 23:47:24,"[[],386]",碳计算工具模块,49.76.216.103,江苏省,无锡市,120,31
1469,301,胖子不胖,新增制冷剂产生的碳排放量总值,http://127.0.0.1:9009/api/v1/refrigerant-estimate/add/386,POST,2022-06-05 23:52:30,2022-06-05 23:47:44,2022-06-05 23:47:24,"[{""estimateValue"":0.0,""isEstimate"":0},386]",碳计算工具模块,49.76.216.103,江苏省,无锡市,120,31
1470,301,胖子不胖,修改当前项目用户填写的暖通系统能耗量,http://127.0.0.1:9009/api/v1/HVAC-energy-consumption/add/386,POST,2022-06-05 23:52:30,2022-06-05 23:47:44,2022-06-05 23:47:24,"[{""energyConsumption"":0.0},386]",碳计算工具模块,49.76.216.103,江苏省,无锡市,120,31
1471,301,胖子不胖,保存生活热水用户填写的信息,http://127.0.0.1:9009/api/v1/hot-water-system-info/add/386,POST,2022-06-05 23:52:30,2022-06-05 23:47:44,2022-06-05 23:47:24,"[386,{}]",碳计算工具模块,49.76.216.103,江苏省,无锡市,120,31
1472,301,胖子不胖,修改当前项目生活热水能耗量,http://127.0.0.1:9009/api/v1/hot-water-estimate/add/386,POST,2022-06-05 23:52:30,2022-06-05 23:47:44,2022-06-05 23:47:24,"[{""estimateValue"":0.0,""isEstimate"":0},386]",碳计算工具模块,49.76.216.103,江苏省,无锡市,120,31
1473,301,胖子不胖,修改当前项目的日常照明系统用户填写数据,http://127.0.0.1:9009/api/v1/daily-light-system-info/add/386,POST,2022-06-05 23:52:30,2022-06-05 23:47:44,2022-06-05 23:47:24,"[386,[]]",碳计算工具模块,49.76.216.103,江苏省,无锡市,120,31
